LOAN,LOANSUFFVOWEL,VERB,VERBAFFVOWEL,FONETIKA,LEVENSTEIN,VERBFREQ
банить,и,встретить,и,5,9,113.5
банить,и,произнести,ти,4,8,113.5
банить,и,участвовать,а,7,8,113
банить,и,занимать,а,3,3,112.7
банить,и,улыбаться,а,5,7,111.3
банить,и,направить,и,4,5,109.9
банить,и,обратиться,и,5,5,108.6
банить,и,выбрать,а,3,5,107.9
банить,и,бить,ть,2,2,107.5
банить,и,хватить,и,3,3,107.3
банить,и,обещать,а,2,4,107.2
банить,и,встречаться,а,7,9,106.8
банить,и,напоминать,а,4,6,106.2
банить,и,упасть,а,3,4,106
банить,и,перестать,а,4,7,105.8
банить,и,обладать,ть,3,4,105.2
банить,и,плакать,а,2,4,103.9
банить,и,состояться,я,6,8,103.1
банить,и,поверить,и,3,5,101.8
банить,и,собрать,а,3,5,101.6
банить,и,простить,и,3,5,101.1
банить,и,рассматривать,а,7,9,100.6
банить,и,перейти,ти,3,6,100.5
банить,и,мешать,а,2,4,100.4
банить,и,исчезнуть,у,3,6,99.9
банить,и,объявить,и,3,4,99
банить,и,отличаться,а,6,7,98.9
банить,и,обращаться,а,5,6,98.6
банить,и,снимать,а,2,4,98.5
банить,и,пригласить,и,5,6,98.2
банить,и,соответствовать,а,9,13,98.1
банить,и,закрыть,ть,3,4,97.9
банить,и,придумать,а,3,7,97.9
банить,и,попробовать,а,6,8,97.8
банить,и,приводить,и,4,6,97.8
банить,и,достигнуть,у,5,7,97.4
банить,и,утверждать,а,6,8,97.3
банить,и,означать,а,4,5,97
банить,и,платить,и,2,3,96.9
банить,и,решать,а,2,4,96.5
банить,и,определять,я,5,8,95.7
банить,и,наблюдать,а,4,6,95.5
банить,и,разговаривать,а,9,6,95.4
банить,и,погибнуть,у,3,9,95.4
банить,и,устроить,и,4,5,94.9
банить,и,есть,ть,3,4,94.7
банить,и,собраться,а,5,7,94.5
банить,и,достать,а,3,5,94.4
банить,и,ездить,и,3,3,93.6
банить,и,понравиться,и,5,7,93.1
банить,и,выполнять,я,3,6,92.3
банить,и,заставить,и,5,5,92.1
банить,и,объяснять,я,3,5,92.1
банить,и,выполнить,и,3,5,91.7
банить,и,указать,а,3,4,91.5
банить,и,вздохнуть,у,4,6,89.7
банить,и,находить,и,4,4,89.5
банить,и,закончить,и,4,4,89.2
банить,и,признать,а,2,5,88.9
банить,и,дойти,ти,4,5,88.6
банить,и,кивнуть,у,2,4,88.4
банить,и,обратить,и,3,3,88.3
банить,и,узнавать,а,4,5,88.2
банить,и,встретиться,и,7,8,88.1
банить,и,предусмотреть,е,7,11,87.7
банить,и,обеспечивать,а,7,8,87.5
банить,и,двигаться,а,5,7,87.3
банить,и,содержать,а,5,7,87.2
банить,и,приезжать,а,3,7,86.8
банить,и,держаться,а,5,7,86.4
банить,и,обеспечить,и,5,6,86.4
банить,и,поступить,и,4,6,86
банить,и,привыкнуть,у,4,7,85.9
банить,и,открывать,а,5,7,85.7
банить,и,вырасти,ти,4,6,85.3
банить,и,зайти,ти,4,4,85.2
банить,и,посвятить,и,4,6,85.1
банить,и,стремиться,и,5,7,85.1
банить,и,измениться,и,5,6,84.5
банить,и,удивиться,и,5,6,84.3
банить,и,падать,а,1,3,84.2
банить,и,звучать,а,3,5,84.1
банить,и,суметь,е,1,4,83.9
банить,и,разработать,а,6,8,83.5
банить,и,поговорить,и,5,7,83.3
банить,и,лететь,е,2,4,82.9
банить,и,совершить,и,5,6,82.9
банить,и,строить,и,3,4,82.2
банить,и,кончиться,и,4,5,82
банить,и,привезти,ти,4,7,82
банить,и,сложиться,и,5,6,81.6
банить,и,полагать,а,3,6,81.4
банить,и,оставлять,я,5,5,81.4
банить,и,висеть,е,2,4,81.3
банить,и,повторить,и,4,6,80.9
банить,и,сыграть,а,3,5,80.8
банить,и,спасти,ти,4,5,80.1
банить,и,изменить,и,3,4,79.9
банить,и,повторять,я,4,7,79.9
банить,и,явиться,и,4,5,79.8
банить,и,замечать,а,3,5,79.4
банить,и,подать,ть,1,4,79.4
банить,и,назначить,и,4,4,79.3
банить,и,протянуть,у,3,6,79.3
банить,и,сохранить,и,4,4,79.2
банить,и,попытаться,а,4,8,79.1
банить,и,расположить,и,6,7,79.1
банить,и,использоваться,а,8,12,79
банить,и,отправиться,и,6,7,78.2
банить,и,садиться,и,4,4,77.9
банить,и,встречать,а,5,7,77.4
банить,и,говориться,и,6,7,77.3
банить,и,крикнуть,у,3,5,77.2
банить,и,готовить,и,4,5,76.7
банить,и,учить,и,2,3,76.7
банить,и,испытывать,а,5,4,76.6
банить,и,гореть,е,2,8,76.6
банить,и,выделить,и,4,5,76.4
банить,и,поддерживать,а,6,9,75.9
банить,и,подниматься,а,5,7,75.9
банить,и,следить,и,3,4,75.8
банить,и,требоваться,а,6,8,75.5
банить,и,включать,а,4,6,75.4
банить,и,собирать,а,3,5,75.1
банить,и,менять,я,1,3,74.9
банить,и,делаться,а,4,6,74.7
банить,и,покупать,а,3,6,74.5
банить,и,предполагать,а,7,9,74.1
банить,и,терять,я,2,4,74
банить,и,послать,а,2,5,73.3
банить,и,допустить,и,4,6,73
банить,и,прочитать,а,4,6,72.7
банить,и,присутствовать,а,8,12,72.5
банить,и,мечтать,а,3,6,72.4
банить,и,подписать,а,4,5,72.4
банить,и,взглянуть,у,4,6,72.4
банить,и,осуществлять,я,8,10,72.2
банить,и,поступать,а,4,7,72.1
банить,и,готовиться,и,6,7,70.9
банить,и,захотеть,е,4,5,70.4
банить,и,отдавать,а,3,5,70.3
банить,и,бороться,о,3,5,70.3
банить,и,остановить,и,5,5,70.2
банить,и,приобрести,ти,5,8,70.2
банить,и,включить,и,4,5,70.1
банить,и,продолжаться,а,7,10,69.9
банить,и,подтвердить,и,5,8,69.7
банить,и,спешить,и,2,4,69.7
банить,и,добиться,и,4,5,69.5
банить,и,отправить,и,4,5,69.3
банить,и,повернуться,у,5,8,69.3
банить,и,вставать,а,4,5,69.1
банить,и,подготовить,и,6,8,69.1
банить,и,исходить,и,4,5,69
банить,и,свидетельствовать,а,12,15,68.8
банить,и,ввести,ти,4,5,68.6
банить,и,взяться,ть,4,6,68.6
банить,и,прочесть,е,3,6,68.6
банить,и,болеть,е,1,3,68.5
банить,и,вернуть,у,2,4,68.5
банить,и,тянуть,у,1,3,68.5
банить,и,продать,а,2,5,68.3
банить,и,представляться,я,8,11,67.8
банить,и,произвести,ти,5,8,67.5
банить,и,выступить,и,5,6,67.2
банить,и,познакомиться,и,7,3,67.2
банить,и,пахнуть,у,1,9,67.2
банить,и,наступить,и,5,5,67.1
банить,и,предстоять,я,4,8,66.8
банить,и,производить,и,5,8,66.5
банить,и,разрешить,и,5,8,66.4
банить,и,перевести,ти,5,5,66.4
банить,и,проверить,и,4,6,66.1
банить,и,меняться,я,3,5,66
банить,и,выдержать,а,5,7,65.7
банить,и,учитывать,а,5,7,65.6
банить,и,курить,и,2,3,65.5
банить,и,забывать,а,3,5,65.4
банить,и,заключаться,а,7,8,65.4
банить,и,выбирать,а,3,5,65.2
банить,и,напомнить,и,2,4,65.2
банить,и,закричать,а,5,5,65.1
банить,и,организовать,а,7,7,65.1
банить,и,доказать,а,4,5,65
банить,и,приносить,и,3,5,64.9
банить,и,осуществляться,я,9,12,64.7
банить,и,дышать,а,2,4,64.4
банить,и,описать,а,2,5,64.4
банить,и,прожить,и,2,4,64.2
банить,и,оценить,и,2,3,64
банить,и,рассмотреть,е,5,8,63.9
банить,и,проводиться,и,5,8,63.7
банить,и,лечь,чь,4,5,63.5
банить,и,превратиться,и,6,8,63.5
банить,и,выпустить,и,4,6,63.4
банить,и,ударить,и,3,3,63.3
банить,и,проснуться,у,4,7,63.1
банить,и,открыться,ть,6,7,63
банить,и,способствовать,а,9,11,62.5
банить,и,научиться,и,4,5,62.1
банить,и,умирать,а,3,5,62
банить,и,стрелять,я,4,6,61.7
банить,и,обойтись,сь,4,5,61.6
банить,и,записать,а,3,4,61.5
банить,и,определяться,я,7,10,61.5
банить,и,подарить,и,3,4,61.4
банить,и,приняться,я,3,6,61.3
банить,и,заставлять,я,6,7,61
банить,и,схватить,и,4,4,60.9
банить,и,пропасть,а,3,6,60.8
банить,и,выдать,ть,2,4,60.4
банить,и,разобраться,а,7,4,60.1
банить,и,извинить,и,3,8,60.1
банить,и,опустить,и,3,5,59.9
банить,и,страдать,а,4,5,59.8
банить,и,побежать,а,3,4,59.6
банить,и,заходить,и,4,5,59.6
банить,и,броситься,и,4,5,59.5
банить,и,гулять,я,2,4,59.5
банить,и,бегать,а,1,3,59.2
банить,и,засмеяться,я,5,7,58.9
банить,и,найтись,ти,4,4,58.8
банить,и,приказать,а,4,6,58.8
банить,и,устать,а,3,4,58.6
банить,и,повезти,ти,3,6,58.5
банить,и,рассчитывать,а,6,8,58.2
банить,и,опубликовать,а,7,9,58
банить,и,радоваться,а,6,7,57.8
банить,и,выразить,и,4,4,57.7
банить,и,закончиться,и,6,6,57.7
банить,и,обернуться,у,4,6,57.7
банить,и,отпустить,и,4,6,57.6
банить,и,заговорить,и,6,6,57.5
банить,и,внести,ти,4,5,57.4
банить,и,устраивать,а,5,7,57.4
банить,и,выясниться,и,5,6,57.2
банить,и,догадаться,а,5,7,57.1
банить,и,изучать,а,3,5,57
банить,и,интересовать,а,8,10,57
банить,и,поднимать,а,3,5,56.9
банить,и,развиваться,а,7,7,56.8
банить,и,обращать,а,3,4,56.6
банить,и,подождать,а,4,7,56.6
банить,и,продавать,а,4,6,56.3
банить,и,бросать,а,2,4,56.2
банить,и,поддержать,а,4,8,56.2
банить,и,запретить,и,4,5,56.1
банить,и,отмечать,а,4,6,56
банить,и,ощущать,а,3,5,55.9
банить,и,отойти,ти,4,5,55.9
банить,и,прибыть,ть,2,5,55.7
банить,и,случаться,а,5,7,55.5
банить,и,сойти,ти,4,5,55.4
банить,и,поймать,а,1,5,55.2
банить,и,признаться,а,4,5,55.1
банить,и,заключить,и,5,7,55.1
банить,и,сомневаться,а,5,8,55
банить,и,усмехнуться,у,6,8,55
банить,и,договориться,и,8,9,54.8
банить,и,предоставить,и,7,8,54.7
банить,и,удаваться,а,5,6,54.3
банить,и,сходить,и,3,4,54.2
банить,и,попадать,а,3,5,54.1
банить,и,пустить,и,2,4,54.1
банить,и,указывать,а,5,6,54
банить,и,терпеть,е,3,5,53.7
банить,и,сдать,ть,3,4,53.6
банить,и,вывести,ти,4,6,53.4
банить,и,выпускать,а,4,7,53.4
банить,и,вступить,и,4,5,53.1
банить,и,спорить,и,2,4,53.1
банить,и,вытащить,и,4,4,53
банить,и,победить,и,3,4,52.9
банить,и,посадить,и,3,4,52.9
банить,и,обсуждать,а,4,6,52.8
банить,и,заняться,я,3,4,52.7
банить,и,переходить,и,5,7,52.6
банить,и,торопиться,и,6,7,52.6
банить,и,выиграть,а,3,6,52.3
банить,и,надеть,е,2,3,52.1
банить,и,кормить,и,2,4,52
банить,и,переживать,а,5,7,51.6
банить,и,потребовать,а,6,8,51.6
банить,и,жалеть,е,2,3,51.4
банить,и,сохраниться,и,6,6,51.4
банить,и,вынести,ти,3,5,51.3
банить,и,отказываться,а,8,9,51.2
банить,и,защищать,а,4,5,51
банить,и,основать,а,4,4,51
банить,и,заглянуть,у,4,5,51
банить,и,пожать,а,1,3,50.9
банить,и,лишить,и,2,4,50.9
банить,и,уезжать,а,2,5,50.7
банить,и,дрожать,а,3,8,50.5
банить,и,воскликнуть,у,6,5,50.5
банить,и,сообщать,а,3,6,50.3
банить,и,лезть,е,3,4,50
банить,и,жениться,и,3,4,50
банить,и,волноваться,а,6,8,49.9
банить,и,поразить,и,3,4,49.9
банить,и,убивать,а,2,4,49.8
банить,и,велеть,е,2,4,49.8
банить,и,решиться,и,4,5,49.7
банить,и,добраться,а,5,7,49.6
банить,и,задуматься,а,5,7,49.6
банить,и,нуждаться,а,5,7,49.5
банить,и,позвать,а,2,5,49.5
банить,и,удивляться,я,6,8,49.4
банить,и,здравствовать,а,8,10,49.3
банить,и,передавать,а,5,7,49.3
банить,и,скрывать,а,4,6,49.3
банить,и,запомнить,и,2,4,49.2
банить,и,подавать,а,3,5,49
банить,и,послушать,а,4,5,49
банить,и,покинуть,у,2,7,49
банить,и,пережить,и,3,5,48.9
банить,и,раздаться,а,5,7,48.8
банить,и,продолжить,и,5,6,48.8
банить,и,оказывать,а,5,6,48.2
банить,и,превышать,а,4,7,48.2
банить,и,ловить,и,2,3,48
банить,и,забрать,а,3,4,47.9
банить,и,испугаться,а,5,8,47.8
банить,и,утвердить,и,5,6,47.8
банить,и,убедиться,и,4,6,47.7
банить,и,применять,я,3,5,47.7
банить,и,заменить,и,3,3,47.6
банить,и,приглашать,а,5,7,47.5
банить,и,привлечь,е,4,7,47.4
банить,и,везти,ти,4,5,47
банить,и,убрать,а,3,4,47
банить,и,предположить,и,7,9,46.9
банить,и,летать,а,2,4,46.6
банить,и,признавать,а,4,7,46.4
банить,и,предпочитать,а,7,6,46.3
банить,и,прислать,а,3,8,46.3
банить,и,повести,ти,3,5,46.3
банить,и,покрыть,ть,2,9,46.3
банить,и,подчеркнуть,у,5,6,46.3
банить,и,жаловаться,а,6,7,46.1
банить,и,решаться,а,4,6,46.1
банить,и,успокоиться,и,5,8,46.1
банить,и,исключить,и,5,6,46
банить,и,отсутствовать,а,7,11,45.9
банить,и,владеть,е,3,4,45.7
банить,и,торчать,а,3,5,45.5
банить,и,постараться,а,6,8,45.2
банить,и,соединить,и,4,5,45.2
банить,и,убедить,и,2,3,45.2
банить,и,задавать,а,4,5,45.1
банить,и,заложить,и,4,4,45
банить,и,реализовать,а,6,7,44.8
банить,и,выяснить,и,3,4,44.6
банить,и,общаться,а,4,6,44.5
банить,и,повернуть,у,3,6,44.5
банить,и,исполнять,я,3,6,44.5
банить,и,останавливаться,а,10,10,44.4
банить,и,совершать,а,5,7,44.2
банить,и,задать,ть,2,5,44.1
банить,и,воевать,а,3,5,44.1
банить,и,выдавать,а,4,3,44.1
банить,и,ненавидеть,е,5,6,44.1
банить,и,родить,и,2,3,44.1
банить,и,наступать,а,5,6,44
банить,и,выявить,и,3,4,43.8
банить,и,предупредить,и,7,9,43.8
банить,и,набрать,а,3,4,43.7
банить,и,предназначить,и,7,8,43.7
банить,и,учесть,е,3,7,43.6
банить,и,уничтожить,и,6,4,43.6
банить,и,освободить,и,5,6,43.5
банить,и,воспринимать,а,6,8,43.4
банить,и,прекратить,и,5,6,43.4
банить,и,увеличить,и,5,6,43.3
банить,и,наблюдаться,ть,6,8,43.2
банить,и,подозревать,а,6,5,43.2
банить,и,объединить,и,4,9,43.2
банить,и,справиться,и,5,6,43.2
банить,и,съесть,ть,4,4,43.2
банить,и,вестись,ти,4,5,43.1
банить,и,отнести,ти,4,5,43.1
банить,и,упомянуть,у,3,6,43.1
банить,и,отдыхать,а,3,6,42.9
банить,и,проверять,я,4,7,42.9
банить,и,врать,а,3,4,42.8
банить,и,заработать,а,5,7,42.7
банить,и,превращаться,а,7,9,42.7
банить,и,создаваться,а,7,8,42.6
банить,и,побывать,а,3,4,42.5
банить,и,плыть,ть,2,5,42.5
банить,и,рассматриваться,а,8,11,42.2
банить,и,уважать,а,3,4,42.2
банить,и,образоваться,а,7,6,42.1
банить,и,выскочить,и,5,8,42.1
банить,и,проговорить,и,6,8,42.1
банить,и,хранить,и,2,2,42.1
банить,и,обрадоваться,а,7,8,41.7
банить,и,танцевать,а,4,7,41.7
банить,и,пропустить,и,5,5,41.7
банить,и,дождаться,а,5,7,41.6
банить,и,избрать,а,4,5,41.6
банить,и,завести,ти,4,5,41.5
банить,и,описывать,а,4,5,41.5
банить,и,захватить,и,5,7,41.5
банить,и,оглянуться,у,5,7,41.5
банить,и,сунуть,у,1,3,41.5
банить,и,исчезать,а,3,6,41.4
банить,и,складываться,а,8,5,41.4
банить,и,разделить,и,5,9,41.4
банить,и,последовать,а,6,9,41.2
банить,и,отражать,а,4,5,41.1
банить,и,приближаться,а,7,9,41
банить,и,вступать,а,4,6,40.9
банить,и,надоесть,е,4,5,40.9
банить,и,интересоваться,а,10,12,40.8
банить,и,подлежать,а,4,7,40.8
банить,и,произносить,и,4,7,40.8
банить,и,раскрыть,ы,4,5,40.8
банить,и,арестовать,а,6,8,40.7
банить,и,целовать,а,4,6,40.7
банить,и,орать,а,2,4,40.6
банить,и,отвести,ти,5,6,40.6
банить,и,тянуться,у,3,5,40.6
банить,и,достаться,а,5,7,40.5
банить,и,полагаться,а,5,7,40.5
банить,и,открываться,а,7,9,40.4
банить,и,сохранять,я,4,5,40.4
банить,и,воспользоваться,а,9,13,40.3
банить,и,махнуть,у,2,3,40.2
банить,и,приобретать,а,5,8,40.1
банить,и,сложить,и,3,4,40.1
банить,и,выражать,а,4,5,40
банить,и,вскочить,и,4,5,40
банить,и,понадобиться,и,5,8,40
банить,и,сделаться,а,5,7,39.9
банить,и,поглядеть,е,4,7,39.9
банить,и,поинтересоваться,а,9,13,39.8
банить,и,признаваться,а,6,9,39.7
банить,и,высказать,а,5,6,39.6
банить,и,ложиться,и,4,5,39.5
банить,и,проявить,и,3,5,39.5
банить,и,спуститься,и,5,7,39.5
банить,и,довести,ти,4,4,39.4
банить,и,влиять,я,3,6,39.4
банить,и,содержаться,а,7,9,39.3
банить,и,подтверждать,а,6,10,39.2
банить,и,защитить,и,4,4,39.1
банить,и,исполнить,и,3,5,39.1
банить,и,заплатить,и,4,5,38.9
банить,и,управлять,я,4,6,38.9
банить,и,спрятать,а,3,6,38.8
банить,и,привлекать,а,5,8,38.7
банить,и,исследовать,а,6,9,38.6
банить,и,нанести,ти,3,4,38.5
банить,и,прыгать,а,2,8,38.5
банить,и,приготовить,и,6,5,38.5
банить,и,вынудить,и,3,4,38.3
банить,и,пояснить,и,2,4,38.3
банить,и,контролировать,а,9,10,38.2
банить,и,руководить,и,6,8,38.2
банить,и,строиться,и,5,7,38.2
банить,и,применяться,я,5,6,38.2
банить,и,рассчитать,а,4,6,38.1
банить,и,шутить,и,2,3,38.1
банить,и,молиться,и,4,5,38
банить,и,восстановить,и,6,7,37.8
банить,и,вынуть,у,1,3,37.8
банить,и,рисовать,а,4,6,37.5
банить,и,рекомендовать,а,8,10,37.4
банить,и,приниматься,а,5,7,37.3
банить,и,настаивать,а,5,6,37.2
банить,и,придавать,а,4,6,37.1
банить,и,оказать,а,3,4,37
банить,и,замереть,е,3,5,37
банить,и,доставить,и,5,5,37
банить,и,глянуть,у,2,4,37
банить,и,планировать,а,5,6,36.8
банить,и,отозваться,а,6,8,36.7
банить,и,осуществить,и,7,8,36.7
банить,и,разбить,и,3,3,36.7
банить,и,разойтись,сь,5,6,36.7
банить,и,перенести,ти,4,7,36.6
банить,и,испытать,а,3,6,36.5
банить,и,закрывать,а,5,6,36.4
банить,и,оценивать,а,4,4,36.4
банить,и,окончить,и,3,5,36.4
банить,и,нарушить,и,4,4,35.9
банить,и,ощутить,и,3,4,35.9
банить,и,сопровождать,а,7,3,35.8
банить,и,научить,и,2,10,35.8
банить,и,пробовать,а,4,6,35.7
банить,и,стучать,а,3,5,35.7
банить,и,напечатать,а,5,5,35.5
банить,и,пускать,а,2,7,35.5
банить,и,выставить,и,5,6,35.5
банить,и,прикрыть,ы,3,5,35.5
банить,и,сиять,я,3,4,35.5
банить,и,проживать,а,4,5,35.4
банить,и,делиться,и,4,6,35.4
банить,и,призвать,а,3,5,35.3
банить,и,изобразить,и,5,4,35.3
